symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
AMZN,2017-10-06,989.580000,995.750000,False,975.640000,975.640000,reg,3782067
AMZN,2017-10-09,990.990000,998.500000,False,987.500000,993.240000,reg,2938586
AMZN,2017-10-10,987.200000,997.950000,False,980.099000,996.670000,reg,3084921
AMZN,2017-10-11,995.000000,995.500000,False,986.695000,991.270000,reg,2337113
AMZN,2017-10-12,1000.930000,1008.440000,False,992.400000,996.810000,reg,4067317
AMZN,2017-10-13,1002.940000,1007.770000,False,1001.030000,1007.000000,reg,2431462
AMZN,2017-10-16,1006.340000,1009.571700,False,1001.040000,1008.440000,reg,2008908
AMZN,2017-10-17,1009.130000,1011.469900,False,1004.380000,1005.590000,reg,2319742
AMZN,2017-10-18,997.000000,1022.310000,False,996.550000,1009.270000,reg,2499681
AMZN,2017-10-19,986.610000,991.050000,False,980.240000,990.000000,reg,3108197
AMZN,2017-10-20,982.910000,994.620000,False,982.000000,993.530000,reg,2365122
AMZN,2017-10-23,966.300000,986.775000,False,962.500000,986.730000,reg,3494100
AMZN,2017-10-24,975.900000,979.850000,False,965.000000,969.000000,reg,2723935
AMZN,2017-10-25,972.910000,984.440000,False,966.240000,978.000000,reg,3033113
AMZN,2017-10-26,972.430000,982.900000,False,968.550000,980.330000,reg,5618675
AMZN,2017-10-27,1100.950000,1105.580000,False,1050.550000,1058.140000,reg,16565021
AMZN,2017-10-30,1110.850000,1122.790000,False,1093.560000,1095.010000,reg,6613064
AMZN,2017-10-31,1105.280000,1110.540000,False,1101.120100,1109.000000,reg,3476967
AMZN,2017-11-01,1103.680000,1108.970000,False,1096.740000,1105.400000,reg,3755511
AMZN,2017-11-02,1094.220000,1101.935000,False,1086.869100,1097.810000,reg,3684876
AMZN,2017-11-03,1111.600000,1112.680000,False,1088.520000,1091.150000,reg,3751480
AMZN,2017-11-06,1120.660000,1125.410000,False,1108.770000,1109.150000,reg,3381138
AMZN,2017-11-07,1123.170000,1130.600000,False,1117.500000,1124.740000,reg,2688977
AMZN,2017-11-08,1132.880000,1135.540000,False,1119.110000,1122.820000,reg,2581451
AMZN,2017-11-09,1129.130000,1129.620900,False,1115.770000,1125.960000,reg,3732732
AMZN,2017-11-10,1125.350000,1131.750000,False,1124.060000,1126.100000,reg,2179937
AMZN,2017-11-13,1129.170000,1139.900000,False,1122.340000,1123.000000,reg,2918439
AMZN,2017-11-14,1136.840000,1138.000000,False,1123.890000,1130.110000,reg,3138423
AMZN,2017-11-15,1126.690000,1131.750000,False,1121.630000,1127.010000,reg,3928680
AMZN,2017-11-16,1137.290000,1138.160000,False,1130.050000,1130.160000,reg,2213322
AMZN,2017-11-17,1129.880000,1138.800000,False,1125.810100,1138.280000,reg,2413388
AMZN,2017-11-20,1126.310000,1133.420000,False,1122.550000,1129.770000,reg,2163855
AMZN,2017-11-21,1139.490000,1140.000000,False,1128.200000,1132.860000,reg,2479397
AMZN,2017-11-22,1156.160000,1160.270000,False,1141.000000,1141.000000,reg,3555273
AMZN,2017-11-24,1186.000000,1186.840000,False,1160.700000,1160.700000,reg,3528011
AMZN,2017-11-27,1195.830000,1213.410000,False,1191.150000,1202.660000,reg,6744045
AMZN,2017-11-28,1193.600000,1205.340000,False,1188.521000,1204.880000,reg,4559449
AMZN,2017-11-29,1161.270000,1194.800000,False,1145.190000,1194.800000,reg,9257512
AMZN,2017-11-30,1176.750000,1178.570100,False,1160.000000,1167.100000,reg,4509208
AMZN,2017-12-01,1162.350000,1179.650000,False,1152.000000,1172.050000,reg,4107094
AMZN,2017-12-04,1133.950000,1175.200000,False,1128.000000,1173.850000,reg,5931915
AMZN,2017-12-05,1141.570000,1159.270000,False,1124.740000,1128.260000,reg,4079774
AMZN,2017-12-06,1152.350000,1155.890000,False,1136.080000,1137.990000,reg,2853316
AMZN,2017-12-07,1159.790000,1163.190000,False,1151.000000,1156.590000,reg,2511569
AMZN,2017-12-08,1162.000000,1172.790000,False,1157.100000,1170.400000,reg,3050074
AMZN,2017-12-11,1168.920000,1169.900000,False,1157.000000,1164.600000,reg,2363473
AMZN,2017-12-12,1165.080000,1173.600000,False,1161.610000,1166.510000,reg,2235892
AMZN,2017-12-13,1164.130000,1170.870000,False,1160.270000,1170.000000,reg,2616760
AMZN,2017-12-14,1174.260000,1177.930000,False,1162.450000,1163.710000,reg,3214337
AMZN,2017-12-15,1179.140000,1182.750000,False,1169.330000,1179.030000,reg,4778621
AMZN,2017-12-18,1190.580000,1194.780000,False,1180.910000,1187.370000,reg,2947625
AMZN,2017-12-19,1187.380000,1192.970000,False,1179.140100,1189.150000,reg,2587792
AMZN,2017-12-20,1177.620000,1191.000000,False,1176.000000,1190.500000,reg,2371166
AMZN,2017-12-21,1174.760000,1179.170000,False,1167.640000,1175.900000,reg,2123117
