symbol,date,close,high,low,open,volume
NKE,2013-10-07,33.6594,33.9567,33.6406,33.6925,5172806
NKE,2013-10-08,33.1593,34.2681,33.1099,33.7161,7540640
NKE,2013-10-09,33.4471,33.7231,33.0083,33.2726,9282128
NKE,2013-10-10,34.6503,34.655,33.9425,34.0416,11104826
NKE,2013-10-11,34.6597,34.7871,34.386,34.6644,10792202
NKE,2013-10-14,34.9428,34.9947,34.3389,34.4191,6199812
NKE,2013-10-15,34.7776,35.089,34.6361,34.8673,7951298
NKE,2013-10-16,35.1598,35.207,34.7824,34.9569,8751696
NKE,2013-10-17,35.1693,35.2212,34.9546,35.0796,9384356
NKE,2013-10-18,35.8251,35.8534,35.0419,35.174,9830738
NKE,2013-10-21,35.9006,36.0327,35.6222,35.8062,9992572
NKE,2013-10-22,35.8392,36.0893,35.6316,35.91,6818722
NKE,2013-10-23,35.6505,35.8298,35.4382,35.6411,4761936
NKE,2013-10-24,35.6269,35.7543,35.4995,35.6741,5626336
NKE,2013-10-25,35.7166,36.028,35.5514,35.6505,6889096
NKE,2013-10-28,35.6269,35.8487,35.5609,35.7402,6136702
NKE,2013-10-29,35.8156,35.943,35.6387,35.7543,4201014
NKE,2013-10-30,35.9194,36.278,35.8345,36.1459,6314256
NKE,2013-10-31,35.7449,35.9855,35.4523,35.877,8184376
NKE,2013-11-01,35.8864,36.061,35.693,35.7637,4221690
NKE,2013-11-04,36.0327,36.1129,35.6835,36.0138,3609130
NKE,2013-11-05,36.4243,36.4809,35.8015,35.877,6333190
NKE,2013-11-06,36.2167,36.6413,35.9288,36.6413,3945342
NKE,2013-11-07,35.7166,36.4715,35.6977,36.4243,6250786
NKE,2013-11-08,36.3865,36.396,35.6599,35.6647,5821628
NKE,2013-11-11,36.4054,36.4998,36.1978,36.4715,3523196
NKE,2013-11-12,36.2686,36.4526,36.0468,36.3299,4327480
NKE,2013-11-13,36.731,36.7498,36.0728,36.1129,4802144
NKE,2013-11-14,37.1037,37.1839,36.7498,36.9103,4764342
NKE,2013-11-15,37.3774,37.4057,36.9197,36.9858,5774512
NKE,2013-11-18,37.0754,37.4623,36.9574,37.4623,5693202
NKE,2013-11-19,36.7121,37.099,36.5894,36.9952,6443264
NKE,2013-11-20,36.7263,37.0848,36.6744,36.8017,5892974
NKE,2013-11-21,36.8442,36.9055,36.5233,36.7168,4671450
NKE,2013-11-22,37.2122,37.2641,36.7923,37.0164,7035664
NKE,2013-11-25,37.3349,37.5614,37.2169,37.3019,4583380
NKE,2013-11-26,37.5566,37.684,37.3491,37.6369,7360354
NKE,2013-11-27,37.4293,37.6652,37.316,37.5991,3734332
NKE,2013-11-29,37.3396,37.6321,37.3113,37.5472,3475146
NKE,2013-12-02,37.316,37.8114,37.2358,37.4953,6467854
NKE,2013-12-03,37.3349,37.5048,37.0825,37.2217,5129200
NKE,2013-12-04,37.1886,37.3585,36.9244,37.2264,4833204
NKE,2013-12-05,37.25,37.434,37.099,37.2688,5493908
NKE,2013-12-06,37.6793,37.6935,37.3962,37.5661,3894944
NKE,2013-12-09,37.6416,37.868,37.5897,37.7124,4299198
NKE,2013-12-10,37.3774,37.5826,37.3278,37.4387,5394962
NKE,2013-12-11,36.2544,37.283,36.2025,37.2358,13311554
NKE,2013-12-12,36.0793,36.4059,35.6959,36.4059,10826492
NKE,2013-12-13,36.1598,36.3443,36.084,36.1361,7562266
NKE,2013-12-16,36.1787,36.4911,36.103,36.4011,9733130
NKE,2013-12-17,36.3301,36.5597,36.1574,36.4153,13999090
NKE,2013-12-18,37.1773,37.1915,36.4201,36.4437,10817508
NKE,2013-12-19,37.0401,37.272,36.8034,37.1868,10553666
NKE,2013-12-20,36.6047,36.775,36.2734,36.652,20443782
NKE,2013-12-23,36.4958,36.652,36.297,36.4863,9377292
NKE,2013-12-24,36.7561,36.821,36.5431,36.5479,2782672
NKE,2013-12-26,37.007,37.1347,36.775,36.794,4609850
NKE,2013-12-27,36.9928,37.3951,36.9312,37.272,4640706
NKE,2013-12-30,37.2673,37.3383,36.8792,36.8792,4289342
NKE,2013-12-31,37.2199,37.3667,37.0803,37.2815,4107266
NKE,2014-01-02,37.0306,37.3099,36.8839,36.988,5320436
NKE,2014-01-03,36.9312,37.2152,36.8981,36.988,5596994
NKE,2014-01-06,36.6473,37.201,36.6354,37.1395,6045824
NKE,2014-01-07,36.6757,36.917,36.6378,36.7798,6768976
NKE,2014-01-08,36.4863,36.8934,36.4106,36.6804,6898036
NKE,2014-01-09,36.4863,36.6615,36.3301,36.6425,6263454
NKE,2014-01-10,36.4059,36.6094,36.3018,36.4437,5113992
NKE,2014-01-13,35.5823,36.4059,35.4971,36.3633,8263852
NKE,2014-01-14,35.5776,35.6581,35.3315,35.5445,7809704
NKE,2014-01-15,35.7007,35.8427,35.5634,35.6155,5852590
NKE,2014-01-16,35.3978,35.677,35.1895,35.606,4848396
NKE,2014-01-17,34.7351,35.3741,34.7304,35.3078,9852030
NKE,2014-01-21,34.9055,35.3078,34.7446,35.0901,13146958
NKE,2014-01-22,34.7872,35.0523,34.7872,35.0049,7425218
